	reporter	partner	transport	Tradelane	year	FLOW	cargo	KG	EUR	ExIm
5924	DE	BY	Road	DE-BY	2019	2	 24 - TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES	214265	4957805	Export
5925	DE	BY	Road	DE-BY	2019	2	 26 - ORES, SLAG AND ASH	49998	3500	Export
5926	DE	BY	Road	DE-BY	2019	2	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	7525720	19572507	Export
5927	DE	BY	Road	DE-BY	2019	2	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	3291654	3299962	Export
5928	DE	BY	Road	DE-BY	2019	2	 29 - ORGANIC CHEMICALS	5026295	12527775	Export
5929	DE	BY	Road	DE-BY	2019	2	 30 - PHARMACEUTICAL PRODUCTS	1844146	65605195	Export
5930	DE	BY	Road	DE-BY	2019	2	 31 - FERTILISERS	27102	60472	Export
5931	DE	BY	Road	DE-BY	2019	2	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	7546744	29752368	Export
5932	DE	BY	Road	DE-BY	2019	2	 33 - ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS	716585	19920280	Export
5933	DE	BY	Road	DE-BY	2019	2	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	5844062	16452113	Export
5934	DE	BY	Road	DE-BY	2019	2	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	2074181	5313577	Export
5935	DE	BY	Road	DE-BY	2019	2	 36 - EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS	2840	36435	Export
5936	DE	BY	Road	DE-BY	2019	2	 37 - PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS	56474	1221699	Export
5937	DE	BY	Road	DE-BY	2019	2	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	7734723	44296153	Export
5938	DE	BY	Road	DE-BY	2019	2	 39 - PLASTICS AND ARTICLES THEREOF	37413838	81100823	Export
5939	DE	BY	Road	DE-BY	2019	2	 4 - DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	242190	873500	Export
5940	DE	BY	Road	DE-BY	2019	2	 40 - RUBBER AND ARTICLES THEREOF	3730625	12598206	Export
5941	DE	BY	Road	DE-BY	2019	2	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	59388	1730170	Export
5942	DE	BY	Road	DE-BY	2019	2	 43 - FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF	1076	38394	Export
5943	DE	BY	Road	DE-BY	2019	2	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	3914991	3760485	Export
5944	DE	BY	Road	DE-BY	2019	2	 45 - CORK AND ARTICLES OF CORK	294	4648	Export
5945	DE	BY	Road	DE-BY	2019	2	 46 - MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK	79	1628	Export
5946	DE	BY	Road	DE-BY	2019	2	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	80398	691518	Export
5947	DE	BY	Road	DE-BY	2019	2	 5 - PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	24671	152092	Export
5948	DE	BY	Road	DE-BY	2019	2	 51 - WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC	108625	1522250	Export
5949	DE	BY	Road	DE-BY	2019	2	 52 - COTTON	805540	7870160	Export
5950	DE	BY	Road	DE-BY	2019	2	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	2534	17134	Export
5951	DE	BY	Road	DE-BY	2019	2	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	770930	4717530	Export
5952	DE	BY	Road	DE-BY	2019	2	 55 - MAN-MADE STAPLE FIBRES	88722	1135422	Export
5953	DE	BY	Road	DE-BY	2019	2	 57 - CARPETS AND OTHER TEXTILE FLOOR COVERINGS	36966	263655	Export
5954	DE	BY	Road	DE-BY	2019	2	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	7590	321587	Export
5955	DE	BY	Road	DE-BY	2019	2	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	92671	1295822	Export
5956	DE	BY	Road	DE-BY	2019	2	 6 - LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE	74118	94968	Export
5957	DE	BY	Road	DE-BY	2019	2	 60 - KNITTED OR CROCHETED FABRICS	144251	1429962	Export
5958	DE	BY	Road	DE-BY	2019	2	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	132531	3091271	Export
5959	DE	BY	Road	DE-BY	2019	2	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	92179	3693786	Export
5960	DE	BY	Road	DE-BY	2019	2	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	8338420	3298497	Export
5961	DE	BY	Road	DE-BY	2019	2	 64 - FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES	64025	2455431	Export
5962	DE	BY	Road	DE-BY	2019	2	 66 - UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF	2559	30258	Export
5963	DE	BY	Road	DE-BY	2019	2	 67 - PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR	1099	27529	Export
5964	DE	BY	Road	DE-BY	2019	2	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	1934493	4793319	Export
5965	DE	BY	Road	DE-BY	2019	2	 69 - CERAMIC PRODUCTS	3005397	3005239	Export
5966	DE	BY	Road	DE-BY	2019	2	 7 - EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS	1076562	856328	Export
5967	DE	BY	Road	DE-BY	2019	2	 70 - GLASS AND GLASSWARE	539535	2787650	Export
5968	DE	BY	Road	DE-BY	2019	2	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	381	115102	Export
5969	DE	BY	Road	DE-BY	2019	2	 72 - IRON AND STEEL	11249320	13973125	Export
5970	DE	BY	Road	DE-BY	2019	2	 73 - ARTICLES OF IRON OR STEEL	4718046	23698228	Export
5971	DE	BY	Road	DE-BY	2019	2	 74 - COPPER AND ARTICLES THEREOF	235149	2829669	Export
5972	DE	BY	Road	DE-BY	2019	2	 75 - NICKEL AND ARTICLES THEREOF	10864	270436	Export
5973	DE	BY	Road	DE-BY	2019	2	 76 - ALUMINIUM AND ARTICLES THEREOF	1673105	11307620	Export
5974	DE	BY	Road	DE-BY	2019	2	 78 - LEAD AND ARTICLES THEREOF	34491	197194	Export
5975	DE	BY	Road	DE-BY	2019	2	 79 - ZINC AND ARTICLES THEREOF	8663	100251	Export
5976	DE	BY	Road	DE-BY	2019	2	 8 - EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS	17750	110886	Export
5977	DE	BY	Road	DE-BY	2019	2	 80 - TIN AND ARTICLES THEREOF	2781	54258	Export
5978	DE	BY	Road	DE-BY	2019	2	 81 - OTHER BASE METALS; CERMETS; ARTICLES THEREOF	4105	263948	Export
5979	DE	BY	Road	DE-BY	2019	2	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	487716	13065409	Export
5980	DE	BY	Road	DE-BY	2019	2	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	959941	6851678	Export
5981	DE	BY	Road	DE-BY	2019	2	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	6491408	95126350	Export
5982	DE	BY	Road	DE-BY	2019	2	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	229393	9406188	Export
5983	DE	BY	Road	DE-BY	2019	2	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	19904534	184083966	Export
5984	DE	BY	Road	DE-BY	2019	2	 88 - AIRCRAFT, SPACECRAFT, AND PARTS THEREOF	12	6900	Export
5985	DE	BY	Road	DE-BY	2019	2	 89 - SHIPS, BOATS AND FLOATING STRUCTURES	3928	93206	Export
5986	DE	BY	Road	DE-BY	2019	2	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	538462	58768932	Export
5987	DE	BY	Road	DE-BY	2019	2	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	3481	445183	Export
5988	DE	BY	Road	DE-BY	2019	2	 92 - MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES	7201	309648	Export
5989	DE	BY	Road	DE-BY	2019	2	 93 - ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF	6838	186571	Export
5990	DE	BY	Road	DE-BY	2019	2	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	539591	6272311	Export
5991	DE	BY	Road	DE-BY	2019	2	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	195199	3102840	Export
5992	DE	BY	Road	DE-BY	2019	2	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	138115	2474423	Export
5993	DE	BY	Road	DE-BY	2019	2	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	0	1686	Export
5994	DE	BY	Road	DE-BY	2020	2	1 - LIVE ANIMALS	346274	1928484	Export
5995	DE	BY	Road	DE-BY	2020	2	10 - CEREALS	5085833	11726489	Export
5996	DE	BY	Road	DE-BY	2020	2	11 - PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN	987077	708350	Export
5997	DE	BY	Road	DE-BY	2020	2	15 - ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES	404538	834134	Export
5998	DE	BY	Road	DE-BY	2020	2	17 - SUGARS AND SUGAR CONFECTIONERY	599456	2186286	Export
5999	DE	BY	Road	DE-BY	2020	2	25 - SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT	3524760	1070795	Export
6000	DE	BY	Road	DE-BY	2020	2	41 - RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	52375	561221	Export
6001	DE	BY	Road	DE-BY	2020	2	47 - PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD	3418276	2276713	Export
6002	DE	BY	Road	DE-BY	2020	2	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	10210058	18406518	Export
6003	DE	BY	Road	DE-BY	2020	2	50 - SILK	39	7704	Export
6004	DE	BY	Road	DE-BY	2020	2	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	106726	849657	Export
6005	DE	BY	Road	DE-BY	2020	2	65 - HEADGEAR AND PARTS THEREOF	4241	128746	Export
6006	DE	BY	Road	DE-BY	2020	2	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	22927397	437556298	Export
6007	DE	BY	Road	DE-BY	2020	2	9 - COFFEE, TEA, MATÉ AND SPICES	2060745	6617350	Export
6008	DE	BY	Road	DE-BY	2020	2	 12 - OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER	1742940	14914926	Export
6009	DE	BY	Road	DE-BY	2020	2	 13 - LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS	92729	1371128	Export
6010	DE	BY	Road	DE-BY	2020	2	 18 - COCOA AND COCOA PREPARATIONS	1394861	7296303	Export
6011	DE	BY	Road	DE-BY	2020	2	 19 - PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS' PRODUCTS	480880	1327922	Export
6012	DE	BY	Road	DE-BY	2020	2	 2 - MEAT AND EDIBLE MEAT OFFAL	261881	203461	Export
6013	DE	BY	Road	DE-BY	2020	2	 20 - PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS	1437531	1295667	Export
6014	DE	BY	Road	DE-BY	2020	2	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	1815194	11047499	Export
6015	DE	BY	Road	DE-BY	2020	2	 22 - BEVERAGES, SPIRITS AND VINEGAR	5397333	11815793	Export
6016	DE	BY	Road	DE-BY	2020	2	 23 - RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER	4525228	8515355	Export
6017	DE	BY	Road	DE-BY	2020	2	 24 - TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES	52844	1405095	Export
6018	DE	BY	Road	DE-BY	2020	2	 26 - ORES, SLAG AND ASH	86000	8400	Export
6019	DE	BY	Road	DE-BY	2020	2	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	7133111	17378909	Export
6020	DE	BY	Road	DE-BY	2020	2	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	3045811	2824637	Export
6021	DE	BY	Road	DE-BY	2020	2	 29 - ORGANIC CHEMICALS	6328781	16615143	Export
6022	DE	BY	Road	DE-BY	2020	2	 3 - FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES	189566	1333956	Export
6023	DE	BY	Road	DE-BY	2020	2	 30 - PHARMACEUTICAL PRODUCTS	1820803	83911510	Export
6024	DE	BY	Road	DE-BY	2020	2	 31 - FERTILISERS	43992	62767	Export
6025	DE	BY	Road	DE-BY	2020	2	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	5907296	26342517	Export
6026	DE	BY	Road	DE-BY	2020	2	 33 - ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS	787368	14266790	Export
6027	DE	BY	Road	DE-BY	2020	2	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	5135483	14117006	Export
6028	DE	BY	Road	DE-BY	2020	2	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	2158451	6198237	Export
6029	DE	BY	Road	DE-BY	2020	2	 36 - EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS	2494	45018	Export
6030	DE	BY	Road	DE-BY	2020	2	 37 - PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS	47308	1109805	Export
6031	DE	BY	Road	DE-BY	2020	2	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	6751577	30071742	Export
6032	DE	BY	Road	DE-BY	2020	2	 39 - PLASTICS AND ARTICLES THEREOF	38559679	80082899	Export
6033	DE	BY	Road	DE-BY	2020	2	 4 - DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	96386	522343	Export
6034	DE	BY	Road	DE-BY	2020	2	 40 - RUBBER AND ARTICLES THEREOF	4661950	11404212	Export
6035	DE	BY	Road	DE-BY	2020	2	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	42265	919275	Export
6036	DE	BY	Road	DE-BY	2020	2	 43 - FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF	864	81474	Export
6037	DE	BY	Road	DE-BY	2020	2	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	3979397	3594845	Export
6038	DE	BY	Road	DE-BY	2020	2	 45 - CORK AND ARTICLES OF CORK	530	6493	Export
6039	DE	BY	Road	DE-BY	2020	2	 46 - MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK	70	914	Export
6040	DE	BY	Road	DE-BY	2020	2	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	65145	489949	Export
6041	DE	BY	Road	DE-BY	2020	2	 51 - WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC	60531	806965	Export
6042	DE	BY	Road	DE-BY	2020	2	 52 - COTTON	336649	3060570	Export
6043	DE	BY	Road	DE-BY	2020	2	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	5486	31989	Export
6044	DE	BY	Road	DE-BY	2020	2	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	604495	3418201	Export
6045	DE	BY	Road	DE-BY	2020	2	 55 - MAN-MADE STAPLE FIBRES	107338	988027	Export
6046	DE	BY	Road	DE-BY	2020	2	 57 - CARPETS AND OTHER TEXTILE FLOOR COVERINGS	18355	178014	Export
6047	DE	BY	Road	DE-BY	2020	2	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	6782	247710	Export
6048	DE	BY	Road	DE-BY	2020	2	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	58077	823386	Export
6049	DE	BY	Road	DE-BY	2020	2	 6 - LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE	143640	165459	Export
6050	DE	BY	Road	DE-BY	2020	2	 60 - KNITTED OR CROCHETED FABRICS	147324	1441269	Export
6051	DE	BY	Road	DE-BY	2020	2	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	170703	3309606	Export
6052	DE	BY	Road	DE-BY	2020	2	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	98197	3432659	Export
6053	DE	BY	Road	DE-BY	2020	2	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	5774690	2015718	Export
6054	DE	BY	Road	DE-BY	2020	2	 64 - FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES	68261	3202023	Export
6055	DE	BY	Road	DE-BY	2020	2	 66 - UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF	1713	26069	Export
6056	DE	BY	Road	DE-BY	2020	2	 67 - PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR	617	16336	Export
6057	DE	BY	Road	DE-BY	2020	2	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	2059130	4715038	Export
6058	DE	BY	Road	DE-BY	2020	2	 69 - CERAMIC PRODUCTS	3150162	3165419	Export
6059	DE	BY	Road	DE-BY	2020	2	 7 - EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS	1532324	1131058	Export
6060	DE	BY	Road	DE-BY	2020	2	 70 - GLASS AND GLASSWARE	672247	3129905	Export
6061	DE	BY	Road	DE-BY	2020	2	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	259	62064	Export
6062	DE	BY	Road	DE-BY	2020	2	 72 - IRON AND STEEL	9956842	11074584	Export
6063	DE	BY	Road	DE-BY	2020	2	 73 - ARTICLES OF IRON OR STEEL	4393614	20817945	Export
6064	DE	BY	Road	DE-BY	2020	2	 74 - COPPER AND ARTICLES THEREOF	266649	2623749	Export
6065	DE	BY	Road	DE-BY	2020	2	 75 - NICKEL AND ARTICLES THEREOF	2005	192728	Export
6066	DE	BY	Road	DE-BY	2020	2	 76 - ALUMINIUM AND ARTICLES THEREOF	1027948	9066301	Export
6067	DE	BY	Road	DE-BY	2020	2	 78 - LEAD AND ARTICLES THEREOF	37292	210776	Export
6068	DE	BY	Road	DE-BY	2020	2	 79 - ZINC AND ARTICLES THEREOF	11722	131947	Export
6069	DE	BY	Road	DE-BY	2020	2	 8 - EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS	30486	124128	Export
6070	DE	BY	Road	DE-BY	2020	2	 80 - TIN AND ARTICLES THEREOF	4353	72514	Export
6071	DE	BY	Road	DE-BY	2020	2	 81 - OTHER BASE METALS; CERMETS; ARTICLES THEREOF	3882	241682	Export
6072	DE	BY	Road	DE-BY	2020	2	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	485068	13534170	Export
6073	DE	BY	Road	DE-BY	2020	2	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	1080627	8569601	Export
6074	DE	BY	Road	DE-BY	2020	2	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	5949744	83177212	Export
6075	DE	BY	Road	DE-BY	2020	2	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	124298	5718851	Export
6076	DE	BY	Road	DE-BY	2020	2	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	15999535	161108789	Export
6077	DE	BY	Road	DE-BY	2020	2	 88 - AIRCRAFT, SPACECRAFT, AND PARTS THEREOF	520	44366	Export
6078	DE	BY	Road	DE-BY	2020	2	 89 - SHIPS, BOATS AND FLOATING STRUCTURES	3	122	Export
6079	DE	BY	Road	DE-BY	2020	2	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	571732	55071974	Export
6080	DE	BY	Road	DE-BY	2020	2	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	550	61160	Export
6081	DE	BY	Road	DE-BY	2020	2	 92 - MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES	4878	338699	Export
6082	DE	BY	Road	DE-BY	2020	2	 93 - ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF	3664	132407	Export
6083	DE	BY	Road	DE-BY	2020	2	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	378951	3996656	Export
6084	DE	BY	Road	DE-BY	2020	2	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	48526	634917	Export
6085	DE	BY	Road	DE-BY	2020	2	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	104193	1864377	Export
6086	DE	BY	Road	DE-BY	2020	2	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	308	63800	Export
6087	DE	BY	Road	DE-BY	2021	2	1 - LIVE ANIMALS	299149	1456779	Export
6088	DE	BY	Road	DE-BY	2021	2	10 - CEREALS	5300503	12555956	Export
6089	DE	BY	Road	DE-BY	2021	2	11 - PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN	1403627	1157065	Export
6090	DE	BY	Road	DE-BY	2021	2	15 - ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES	390848	740593	Export
